15676825.00;-281575.00;-528.68
15676875.00;-281575.00;-529.63
15676925.00;-281575.00;-522.33
15676975.00;-281575.00;-517.30
15677025.00;-281575.00;-516.20
15677075.00;-281575.00;-515.67
15677125.00;-281575.00;-519.66
15677175.00;-281575.00;-529.12
15676825.00;-281525.00;-537.58
15676875.00;-281525.00;-541.72
15676925.00;-281525.00;-538.35
15676975.00;-281525.00;-527.73
15677025.00;-281525.00;-529.97
15677075.00;-281525.00;-524.84
15677125.00;-281525.00;-525.22
15677175.00;-281525.00;-532.46
15677225.00;-281525.00;-537.72
15677275.00;-281525.00;-545.81
15676825.00;-281475.00;-531.17
15676875.00;-281475.00;-544.63
15676925.00;-281475.00;-550.10
15676975.00;-281475.00;-550.07
15677025.00;-281475.00;-540.42
15677075.00;-281475.00;-536.29
15677125.00;-281475.00;-535.29
15677175.00;-281475.00;-536.21
15677225.00;-281475.00;-543.02
15677275.00;-281475.00;-551.32
15677325.00;-281475.00;-558.56
15676825.00;-281425.00;-526.52
15676875.00;-281425.00;-536.89
15676925.00;-281425.00;-550.67
15676975.00;-281425.00;-557.49
15677025.00;-281425.00;-557.26
15677075.00;-281425.00;-549.97
15677125.00;-281425.00;-543.55
15677175.00;-281425.00;-548.15
15677225.00;-281425.00;-554.14
15677275.00;-281425.00;-554.96
15677325.00;-281425.00;-557.67
15677375.00;-281425.00;-567.50
15676825.00;-281375.00;-527.73
15676875.00;-281375.00;-535.68
15676925.00;-281375.00;-545.81
15676975.00;-281375.00;-555.62
15677025.00;-281375.00;-565.50
15677075.00;-281375.00;-563.43
15677125.00;-281375.00;-564.10
15677175.00;-281375.00;-558.18
15677225.00;-281375.00;-561.01
15677275.00;-281375.00;-564.82
15677325.00;-281375.00;-565.99
15677375.00;-281375.00;-567.86
15677425.00;-281375.00;-574.00
15677475.00;-281375.00;-587.52
15676825.00;-281325.00;-526.47
15676875.00;-281325.00;-536.02
15676925.00;-281325.00;-545.23
15676975.00;-281325.00;-551.70
15677025.00;-281325.00;-563.55
15677075.00;-281325.00;-573.94
15677125.00;-281325.00;-576.91
15677175.00;-281325.00;-573.43
15677225.00;-281325.00;-571.82
15677275.00;-281325.00;-571.72
15677325.00;-281325.00;-575.40
15677375.00;-281325.00;-576.09
15677425.00;-281325.00;-586.37
15677475.00;-281325.00;-592.74
15677525.00;-281325.00;-598.91
15677575.00;-281325.00;-607.80
15676825.00;-281275.00;-524.89
15676875.00;-281275.00;-533.59
